# Constructed from biom file
#OTU ID	32I9UAPQ.518112	32I9UNA9.518098	38U4VAHB.518100	38U4VNBW.518090	41E1KAMA.517991	41E1KNBP.517985	59S9WAIH.518013	59S9WNC6.518055	5EKFOAO4.518164	5EKFONB3.518125	5TA9VAT9.518088	5TA9VN6K.518161	6G2KBASQ.517999	6G2KBNS6.518045	82S3MAZ4.518145	82S3MNBY.518050	8XBKGABK.517998	8XBKGN9F.518085	A8A34AP9.518086	A8A34NCW.518023	BFJMKAKB.518159	BFJMKNMP.518102	C0095.N.518123	C0095.T.518141	C0112.N.518001	C0112.T.518024	C0133.N.518051	C0133.T.518133	C0134.N.518072	C0134.T.517988	C0149.N.518039	C0149.T.518132	C0154.N.518002	C0154.T.518091	C0159.N.518042	C0159.T.518087	C0186.N.518143	C0186.T.518019	C0195.N.518110	C0195.T.517986	C0198.N.518081	C0198.T.518166	C0206.N.518065	C0206.T.518053	C0209.N.517984	C0209.T.518128	C0211.N.518117	C0211.T.518096	C0212.N.518167	C0212.T.518155	C0225.N.518047	C0225.T.518033	C0230.N.517992	C0230.T.518144	C0235.N.517993	C0235.T.518049	C0240.N.518020	C0240.T.518052	C0241.N.518043	C0241.T.518067	C0245.N.518071	C0245.T.518151	C0252.N.518016	C0252.T.518006	C0256.N.518170	C0256.T.518080	C0258.N.518014	C0258.T.517997	C0268.N.518089	C0268.T.518114	C0269.N.518130	C0269.T.518150	C0270.N.518041	C0270.T.518163	C0271.N.518022	C0271.T.518078	C0275.N.518076	C0275.T.518032	C0282.N.518138	C0282.T.518000	C0285.N.518084	C0285.T.518044	C0294.N.517987	C0294.T.518134	C0306.N.518003	C0306.T.518122	C0308.N.518154	C0308.T.518162	C0311.N.518124	C0311.T.518131	C0314.T.518025	C0315.N.518021	C0315.T.518034	C0318.N.518105	C0318.T.518140	C0322.N.518165	C0322.T.518018	C0325.N.518109	C0325.T.518083	C0330.N.518148	C0330.T.518035	C0332.N.518027	C0332.T.518017	C0333.N.518126	C0333.T.518046	C0334.N.518066	C0334.T.518147	C0335.N.518107	C0335.T.518115	C0341.N.518101	C0341.T.518113	C0342.N.518068	C0342.T.518093	C0344.N.518103	C0344.T.518029	C0349.N.517989	C0349.T.518111	C0355.N.518077	C0355.T.518157	C0362.N.518069	C0362.T.518026	C0366.N.518094	C0366.T.518172	C0371.N.518009	C0371.T.518139	C0374.N.518099	C0374.T.518127	C0378.N.518158	C0378.T.518104	C0388.N.518136	C0388.T.518015	C0394.N.518031	C0394.T.518064	C0395.N.518054	C0395.T.518075	C0398.N.518152	C0398.T.518092	C0399.N.518011	C0399.T.518153	C1.S.518137	C1.T.518120	C10.S.517995	C10.T.518056	C3.S.517996	C3.T.517994	C4.S.518169	C4.T.518118	C6.S.518082	C6.T.518061	G2OD5ABL.518057	G2OD5N55.518146	G3UBQAJU.518060	G3UBQNDP.518121	GQ6LSABJ.518010	GQ6LSNI6.518106	HZIMMAM6.518095	HZIMMNL5.518062	I7ROLN9P.518079	JIDZEAPD.518149	JIDZEN4J.518073	KIXFRARY.518160	KIXFRNL2.518129	LRQ9WAHA.518036	LRQ9WN6C.518048	MQE9OAS7.518008	MQE9ONGV.518038	MQETMAZC.518171	MQETMNL4.518037	O436FAO8.518097	O436FNP3.518007	OTGGZAZO.518108	OTGGZN5Y.518063	QFHRSAG2.518005	QFHRSNIH.518116	R8J9ZAGC.518059	R8J9ZNOW.518040	TV28IANZ.518070	TV28INUO.518004	UEL2GAPI.518173	UEL2GN92.518058	UTWNWANU.518168	UTWNWN3P.518012	UZ65XAS5.518119	UZ65XN27.518028	XBS5MA8H.517990	XBS5MNEH.518074	XZ33PA3O.518135	XZ33PN7O.518030	YOTV6ASH.518142	YOTV6NC8.518156
k__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000168406871	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000786782061369	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000368120743604	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000177179305457	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Acidobacteria;c__Solibacteres;o__Solibacterales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000195963158926	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Acidobacteria;c__[Chloracidobacteria];o__RB41	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000195963158926	0.000290191526407	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales	0.000271002710027	0.000934579439252	0.00030534351145	0.000694123091161	0.0	0.0	0.0011655011655	0.00168421052632	0.000341122292342	0.000140488901377	0.000159974404095	0.000112346927312	0.00424281984334	0.00675967208399	0.0	0.0	0.00338983050847	0.0	0.000138888888889	0.000574960471468	0.00127659574468	0.0149892933619	0.00189825360668	0.000501756146513	0.00970054829186	0.0	0.0	0.0	0.000673627484001	0.0	0.000158553987633	0.00177541056369	0.0	0.0	0.0	0.0	0.0	0.0	0.000126662444585	0.000679347826087	0.000282645562465	0.0	0.0	0.000735835172921	0.0	0.0	0.0	0.0	0.000184569952012	0.0	0.0	0.000182149362477	0.0	0.0	0.0	0.000218007412252	0.0	0.0	0.0	0.000363240101707	0.0268948655257	0.000127811860941	0.000175530981218	0.00167785234899	0.0	0.000511770726714	0.0	0.0	0.0	0.0	0.000249937515621	0.000770331242434	0.000124797204543	0.0	0.0	0.00421718502899	0.0	0.0	0.00119047619048	0.0048309178744	0.0	0.0	0.000786782061369	0.00190839694656	0.000479080166081	0.00137741046832	0.0012589173311	0.0	0.0	0.000447978497032	0.0	0.0	0.000524383848977	0.0	0.000253613999493	0.000418060200669	0.0	0.0	0.000421674045962	0.000822368421053	0.0	0.0	0.0	0.00177179305457	0.00697674418605	0.000439367311072	0.000212720697724	0.0	0.0	0.000249625561658	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00104766893662	0.0	0.0	0.0	0.0	0.0	0.000468384074941	0.00107991360691	0.0	0.000104090767149	0.0	0.0	0.00384957062481	0.000694927032662	0.0	0.000774593338497	0.000637755102041	0.00423728813559	0.00010216591745	0.000472366556448	0.0	0.000731528895391	0.000220167327169	0.00245098039216	0.520547945205	0.462962962963	0.00019436345967	0.0	0.0	0.0	0.0	0.0	0.00171259536042	0.000339097999322	0.000160616768391	0.000230707117315	0.000428173838578	0.000781127948758	0.0	0.0	0.000664451827243	0.000517152215135	0.0	0.000256344527044	0.000515021459227	0.00750117205813	0.0	0.0	0.0	0.000135372952484	0.00576923076923	0.0154489046473	0.000925411808255	0.00176366843034	0.0	0.0	0.000265745415892	0.179299730666	0.040912297202	0.0	0.000204415372036	0.000523377529658	0.0	0.000385158556939	0.0	0.0	0.000320718409237	0.00492914356131	0.00777537796976	0.00106723585912	0.00228471001757
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00113895216401	0.0	0.0	0.0	0.00111080255485	0.0	0.0	0.0	0.0	0.000221926320462	0.0	0.0	0.00265486725664	0.00138664201525	0.000281531531532	0.0	0.0	0.0	0.0	0.0004662004662	0.0	0.0	0.0	0.000323624595469	0.0	0.0	0.0	0.0	0.000504668180671	0.0	0.00785083415113	0.000491642084562	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000255623721881	0.000175530981218	0.0	0.000810466597198	0.00102354145343	0.0	0.0	0.0	0.0	0.0	0.0	0.000124797204543	0.0	0.00170807453416	0.0	0.0	0.0	0.00178571428571	0.0012077294686	0.0	0.0	0.00314712824548	0.00152671755725	0.0	0.0	0.0	0.000509683995923	0.0	0.0	0.0	0.0	0.0	0.0	0.000126806999746	0.000418060200669	0.0	0.000250062515629	0.000210837022981	0.0	0.0	0.000543773790103	0.00214684413912	0.000708717221828	0.0077519379845	0.0	0.0	0.0	0.0	0.0	0.0	0.000351823619092	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000385951370127	0.0	0.000443786982249	0.0	0.0	0.0	0.0	0.000141663125089	0.0	0.00148060408647	0.00764419735928	0.000514800514801	0.000387296669249	0.000212585034014	0.0	0.0	0.0	0.0	0.0	0.000440334654337	0.0	0.0	0.0	0.00019436345967	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000156225589752	0.00230578219227	0.00177907164807	0.00332225913621	0.00758489915532	0.0	0.00410151243271	0.0	0.0	0.0123502994012	0.0	0.000486736432222	0.0	0.0	0.00101304292769	0.00222098833981	0.00176366843034	0.0162507254788	0.0	0.0	0.0	0.000940512579356	0.0	0.0	0.0	0.0	0.0	0.000169548999661	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales	0.00108401084011	0.00280373831776	0.0180152671756	0.011568718186	0.00283165793572	0.0234976086504	0.0	0.00884210526316	0.00562851782364	0.0109581343074	0.0	0.00460622401977	0.00228459530026	0.00920465985905	0.000468384074941	0.000274725274725	0.0135593220339	0.0	0.0123611111111	0.0191174356763	0.000425531914894	0.00214132762313	0.0356871678056	0.00351229302559	0.00253057781527	0.00641025641026	0.0116634268259	0.00148588410104	0.00774671606602	0.0	0.000158553987633	0.00266311584554	0.00683148991542	0.0	0.00070796460177	0.00138664201525	0.00365990990991	0.003359462486	0.00240658644712	0.000679347826087	0.00254381006218	0.0	0.00204678362573	0.00110375275938	0.00539693593315	0.00550161812298	0.00285242456088	0.000482741974415	0.00129198966408	0.0	0.00454201362604	0.000910746812386	0.00294406280667	0.000983284169125	0.00198938992042	0.0	0.00198150594452	0.00275896664159	0.00291450777202	0.00181620050854	0.00733496332518	0.00230061349693	0.00614358434264	0.00167785234899	0.00138937130948	0.00102354145343	0.00329609961546	0.00107056829334	0.00467289719626	0.00143061516452	0.000999750062484	0.000440189281391	0.000873580431798	0.0	0.00232919254658	0.00263574064312	0.00289066485292	0.000158428390368	0.0047619047619	0.0	0.00135903138127	0.0014742014742	0.00708103855232	0.000763358778626	0.00383264132865	0.00137741046832	0.00230801510701	0.0	0.00242557883131	0.00055997312129	0.0	0.00295937584073	0.000524383848977	0.000736241487208	0.0	0.00794314381271	0.0	0.00275068767192	0.0	0.0	0.00051652892562	0.00217509516041	0.0	0.000885896527286	0.0	0.0149384885764	0.0157413316316	0.00174912543728	0.000617856039543	0.00324513230155	0.000471586889884	0.00258003987334	0.00578703703704	0.000977380619939	0.00172860847018	0.00233022636485	0.000735835172921	0.00259852750108	0.00356052899288	0.00104766893662	0.0	0.00181323662738	0.000643252283546	0.00179063360882	0.000147928994083	0.00316159250585	0.0	0.00222222222222	0.000104090767149	0.000141663125089	0.000569638279692	0.00088836245188	0.0	0.000514800514801	0.000774593338497	0.00361394557823	0.0	0.0018389865141	0.00377893245158	0.000390320062451	0.000731528895391	0.000440334654337	0.0	0.0	0.0	0.0044703595724	0.00173276857913	0.00294406280667	0.00240384615385	0.00649448723758	0.0119712689545	0.00124552389849	0.00339097999322	0.0120462576293	0.0184565693852	0.00363947762792	0.0096859865646	0.00886839304718	0.00889535824034	0.0481727574751	0.00275814514739	0.00229654083537	0.0023071007434	0.0044635193133	0.00234411626817	0.0101047904192	0.0134939759036	0.000486736432222	0.0	0.00769230769231	0.00379891097885	0.0542291319637	0.00529100529101	0.00652930934417	0.000819224467504	0.00186021791124	0.00230858022316	0.00258640959323	0.00509832483613	0.00429272281276	0.0	0.0	0.00115547567082	0.00474737199051	0.0	0.0	0.0483672211953	0.0250539956803	0.00106723585912	0.00421792618629
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales	0.309485094851	0.49968847352	0.395114503817	0.459046737621	0.446977205154	0.540237055521	0.439102564103	0.470526315789	0.404741599864	0.393790390559	0.243321068629	0.339175373554	0.343994778068	0.295268229541	0.64199843872	0.603983516484	0.345762711864	0.127659574468	0.470833333333	0.46428058071	0.105106382979	0.0471092077088	0.28132118451	0.472152533869	0.387600168705	0.331730769231	0.485143015829	0.513372956909	0.432974065342	0.393152124944	0.312192801649	0.235907678651	0.483571893299	0.278301886792	0.596637168142	0.214236191357	0.621058558559	0.674580067189	0.642178594047	0.47316576087	0.778405879028	0.581818181818	0.743421052632	0.137969094923	0.583739554318	0.31067961165	0.510583996397	0.553705044654	0.542635658915	0.418215613383	0.54125662377	0.278506375228	0.488714425908	0.371189773845	0.480769230769	0.318072814476	0.360468956407	0.574366691748	0.691062176166	0.388666908827	0.579462102689	0.392254601227	0.529050377392	0.384228187919	0.536065763575	0.653019447288	0.554477201978	0.501918101526	0.520129403307	0.362660944206	0.626593351662	0.440629470672	0.630475477349	0.660022459293	0.466149068323	0.478123352662	0.727937425608	0.656844106464	0.582738095238	0.51690821256	0.57141092167	0.438820638821	0.440204563336	0.447328244275	0.53784733312	0.615702479339	0.530633655057	0.597859327217	0.453803748622	0.244148280883	0.0389357560026	0.505111649179	0.378080755113	0.404932817964	0.282906416434	0.440217391304	0.508710801394	0.61215303826	0.689015391103	0.645559210526	0.680268595041	0.550842849375	0.542722198368	0.519666902906	0.524031007752	0.542179261863	0.419910657307	0.474387806097	0.506641952425	0.518472291563	0.0716812072624	0.549079394863	0.517361111111	0.590896397654	0.530250648228	0.608854860186	0.132818248712	0.553919445647	0.554679552391	0.503928758512	0.32587309395	0.495920217588	0.60710150521	0.39132231405	0.280177514793	0.63243559719	0.548596112311	0.457647058824	0.327469553451	0.549511262218	0.59270863002	0.477938999112	0.684503127172	0.443243243243	0.337335398916	0.330782312925	0.131355932203	0.533816918676	0.48275862069	0.478142076503	0.596927578639	0.625275209159	0.607843137255	0.027397260274	0.0	0.541885325559	0.517905275318	0.271835132483	0.192788461538	0.264763630871	0.139265762171	0.519850537132	0.260766361478	0.431737873434	0.437882108663	0.261293084993	0.368848617404	0.186768357574	0.183406113537	0.308637873754	0.218583002931	0.162193196498	0.252499359139	0.397424892704	0.269338959212	0.519086826347	0.626987951807	0.487709905086	0.488696358468	0.333653846154	0.380904140813	0.384786229872	0.117773858515	0.149158444573	0.29036956126	0.31823013553	0.0915736821855	0.0625440865272	0.375333818888	0.345053147997	0.389567341242	0.677844128005	0.101296700475	0.266022380468	0.0	0.0060936497755	0.364756623537	0.347948164147	0.490928495197	0.522671353251
k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00160256410256	0.0	0.0	0.000168406871	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000177367860944	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000587889476778	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales	0.00121951219512	0.000311526479751	0.0	0.0	0.0679597904573	0.00873362445415	0.0294289044289	0.000842105263158	0.0	0.0	0.0	0.0	0.00032637075718	0.000719114051489	0.0	0.0	0.0	0.0	0.0	0.0	0.236595744681	0.00428265524625	0.000379650721336	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000475661962898	0.000443852640923	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00101902173913	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0092936802974	0.000252334090336	0.0	0.0	0.0	0.0	0.0507957270547	0.0	0.000250815149235	0.0	0.00145296040683	0.0	0.0	0.0	0.0	0.0	0.000511770726714	0.0	0.000178428048889	0.000359453630482	0.00071530758226	0.00212446888278	0.108836799824	0.0	0.0	0.0	0.0242488139167	0.000170039108995	0.0	0.00357142857143	0.0	0.0	0.0206388206388	0.00118017309205	0.0	0.0	0.0	0.000209819555183	0.00101936799185	0.0	0.0	0.00064892926671	0.0	0.0	0.0	0.0	0.0	0.0	0.000750187546887	0.000210837022981	0.0	0.00361570247934	0.00163132137031	0.0	0.0	0.0015503875969	0.0	0.0	0.0	0.0	0.0	0.0	0.000117274539697	0.0	0.000558503211393	0.0	0.0	0.0	0.0	0.000508646998983	0.00104766893662	0.0157402852927	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00118448326917	0.0	0.0	0.0	0.00106292517007	0.0635593220339	0.0	0.0	0.00234192037471	0.0	0.0	0.00122549019608	0.0	0.0	0.0	0.000385059684251	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000354735721887	0.0	0.0	0.0	0.0	0.0	0.000171673819742	0.0	0.0	0.0	0.0	0.0	0.000961538461538	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00383810188416	0.0	0.0	0.0	0.0	0.000320718409237	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000150127608467	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
