# Constructed from biom file
#OTU ID	007-1	011-1	014-1	021-1	023-1	024-1	026-1	027-1	028-1	029-1	030-1	033-1	034-1	035-1	037-1	038-1	039-1	040-1	041-1	043-1	044-1	046-1	047-1	050-1	051-1	052-1	055-1	057-1
k__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae	0.000180212650928	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00221273905484	0.000294377391816	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000390968624768	0.000112587255123	0.000132135306554	0.0	0.0	0.0	0.00025493945188	0.0	0.0	6.42343268243e-05
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae	0.00504595422599	0.00639578630549	0.000686543742644	0.000293298137557	0.0	0.000287604256543	0.00274382639062	0.00693202146691	0.000865501125151	0.00126442231705	0.000883132175449	0.000271112918531	0.00015880578053	0.000826104915324	0.000581620783249	0.0132688104902	0.00399248473462	0.000822948506936	0.000195484312384	0.000788110785859	0.00303911205074	0.00172771250864	0.000397456279809	0.00832860117358	0.00140216698534	0.00112039111835	0.000413351245221	6.42343268243e-05
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Brevibacteriaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00875942147077	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Corynebacteriaceae	0.0	0.000376222723853	0.0	0.0	0.000175870559268	0.0	0.0	0.000447227191413	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000624414611302	0.0	0.0	0.0	0.0	0.000132135306554	0.0	0.00119236883943	0.000378572780617	0.00012746972594	0.00264819718884	0.000310013433915	0.000128468653649
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Dermabacteraceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000305561214097	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae	0.0	0.000376222723853	9.80776775206e-05	0.0	0.0	0.0	0.0	0.000223613595707	0.00017310022503	0.000158052789632	0.000147188695908	0.0	0.00015880578053	0.0	0.0	0.000156103652825	0.000117426021606	0.000117564072419	0.0	0.0	0.0	0.000345542501728	0.0	0.0	0.0	0.000203707476064	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micrococcaceae	0.0	0.000376222723853	0.000588466065124	0.000439947206335	0.0	0.000143802128271	0.000124719381392	0.0067084078712	0.0	0.0	0.000147188695908	0.0	0.0	0.000137684152554	0.0	0.0110833593506	0.000587130108032	0.000117564072419	0.0	0.0	0.0	0.000691085003455	0.000397456279809	0.00321786863525	0.00025493945188	0.00132409859442	0.000103337811305	0.000128468653649
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nocardiaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000193873594416	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Propionibacteriaceae	0.0	0.00188111361926	9.80776775206e-05	0.0	0.000175870559268	0.000431406384814	0.00124719381392	0.00067084078712	0.000346200450061	0.0	0.000883132175449	0.000271112918531	0.0	0.0	0.0	0.0	0.000117426021606	0.000235128144839	9.7742156192e-05	0.000337761765368	0.0	0.0	0.0	0.0	0.00484384958572	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae	0.109208866462	0.0218209179834	0.000490388387603	0.0	0.16830812522	0.0493241299971	0.030556248441	0.00402504472272	0.0647394841613	0.22743796428	0.0585811009714	0.0210112511861	0.0662220104812	0.197163706457	0.0862737495153	0.0454261629722	0.00610615312353	0.0179873030802	0.00899227836966	0.0540418824589	0.157637420719	0.248445058742	0.0087440381558	0.0	0.0303377947737	0.162864127113	0.0525989459543	0.0565904419322
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae	0.00738871868805	0.00451467268623	0.0198116908592	0.00234638510045	0.05768554344	0.0153868277251	0.00349214267897	0.138864042934	0.0276960360048	0.0853485064011	0.0273770974389	0.00366002440016	0.0146101318088	0.00385515627151	0.0317952694843	0.05635341867	0.0037576326914	0.0195156360216	0.00351871762291	0.0163251519928	0.00409619450317	0.0250518313753	0.0951907790143	0.000946431951543	0.142638623327	0.0689549806478	0.0436085563708	0.0289054470709
k__Bacteria;p__Actinobacteria;c__OPB41;o__;f__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000474158368895	0.0	0.0	0.0	0.0	0.0	0.000156103652825	0.0	0.0	0.0	0.0	0.0	0.0	0.000198728139905	0.0	0.00114722753346	0.000101853738032	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__	0.0	0.000376222723853	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00316105579263	0.0017662643509	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00416572843954	0.0	0.0	0.0	0.0	0.0	0.000203707476064	0.0	0.0152235354573
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae	0.0308163633087	0.00376222723853	0.0632601020008	0.537615486142	0.120998944777	0.00661489790049	0.000124719381392	0.122540250447	0.00467370607582	0.00268689742374	0.0575507801001	0.223668157788	0.0724154359219	0.0823351232273	0.0633966653742	0.00171714018108	0.160286519493	0.00775922877968	0.251392825726	0.0283719882909	0.0395084566596	0.184865238424	0.018680445151	0.00416430058679	0.021287444232	0.00835200651864	0.195721814612	0.0477261048304
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae	0.0142367994233	0.00150489089541	0.0	0.0327027423376	0.00545198733732	0.000143802128271	0.0	0.00983899821109	0.00328890427558	0.000474158368895	0.0125110391522	0.037278026298	0.0112752104177	0.0033044196613	0.034897246995	0.000156103652825	0.00763269140442	0.0150482012697	0.0346984654481	0.000337761765368	0.0	0.0288527988943	0.0127186009539	0.0	0.00152963671128	0.000407414952129	0.028107884675	0.00276207605344
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae	0.0	0.0	0.000392310710082	0.0343158820941	0.00246218782976	0.000431406384814	0.0	0.00134168157424	0.00017310022503	0.00505768926822	0.0460700618193	0.000813338755592	0.00015880578053	0.00192757813576	0.0	0.0363721511083	0.000704556129638	0.000117564072419	0.000684195093344	0.00315244314344	0.0	0.000172771250864	0.0137122416534	0.0	0.00458891013384	0.000305561214097	0.000723364679136	0.0344938335046
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae	0.00198233916021	0.0	0.00117693213025	0.00982548760815	0.000703482237074	0.000287604256543	0.0	0.00447227191413	0.00017310022503	0.0	0.0269355313512	0.0668293344178	0.00571700809909	0.0159713616963	0.0300504071345	0.0	0.00986378581494	0.00493769104162	0.0913889160395	0.00923215492006	0.00132135306554	0.00656530753283	0.000794912559618	0.0	0.00267686424474	0.000611122428193	0.050118838483	0.00668036998972
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__S24-7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0181042095967	0.00528670191135	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000198728139905	0.0	0.0044614404079	0.0	0.00020667562261	0.00558838643371
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__[Barnesiellaceae]	0.00216255181114	0.000376222723853	0.0	0.00351957765068	0.000527611677805	0.0	0.0	0.00134168157424	0.00121170157521	0.000158052789632	0.00117750956727	0.0120645248746	0.0015880578053	0.000275368305108	0.00426521907716	0.0	0.0158525129169	0.000587820362097	0.00146613234288	0.000225174510245	0.000264270613108	0.0043192812716	0.000596184419714	0.0	0.00242192479286	0.000101853738032	0.00671695773484	0.00224820143885
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__[Odoribacteraceae]	0.0	0.0	0.000588466065124	0.00513271740724	0.00123109391488	0.0	0.0	0.00067084078712	0.0	0.000158052789632	0.00883132175449	0.00515114545208	0.000794028902652	0.00137684152554	0.000193873594416	0.0	0.00293565054016	0.000705384434517	0.00381194409149	0.000225174510245	0.0	0.00103662750518	0.000596184419714	0.0	0.000892288081581	0.000305561214097	0.00496021494265	0.000642343268243
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__[Paraprevotellaceae]	0.0	0.0	0.0	0.0133450652588	0.00228631727049	0.000287604256543	0.0	0.0	0.0	0.000158052789632	0.0117750956727	0.00406669377796	0.00269969826902	0.0	0.00135711516092	0.00218545113956	0.0	0.000822948506936	0.0210145635813	0.00112587255123	0.0	0.0	0.00238473767886	0.0	0.00178457616316	0.0	0.0	0.00295477903392
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00015880578053	0.0	0.0	0.0	0.0	0.000117564072419	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae	0.0	0.0	0.0	0.0	0.000175870559268	0.000719010641357	0.0014966325767	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00140493287543	0.0	0.0	0.000293226468576	0.0	0.0	0.0	0.0	0.0	0.0	0.00112039111835	0.0	0.00147738951696
