# Constructed from biom file
#OTU ID	007-1	011-1	014-1	021-1	023-1	024-1	026-1	027-1	028-1	029-1	030-1	033-1	034-1	035-1	037-1	038-1	039-1	040-1	041-1	043-1	044-1	046-1	047-1	050-1	051-1	052-1	055-1	057-1
k__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter;s__	0.000180212650928	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00221273905484	0.000294377391816	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000390968624768	0.000112587255123	0.000132135306554	0.0	0.0	0.0	0.00025493945188	0.0	0.0	6.42343268243e-05
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__;s__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00017310022503	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000396405919662	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__	0.00504595422599	0.00489089541008	0.000686543742644	0.000293298137557	0.0	0.000143802128271	0.00274382639062	0.00648479427549	0.000692400900121	0.00126442231705	0.000883132175449	0.000271112918531	0.00015880578053	0.000826104915324	0.000581620783249	0.0128004995317	0.00399248473462	0.000822948506936	0.000195484312384	0.000788110785859	0.00264270613108	0.00172771250864	0.000198728139905	0.00813931478327	0.00140216698534	0.00112039111835	0.000310013433915	6.42343268243e-05
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Arcanobacterium;s__	0.0	0.00150489089541	0.0	0.0	0.0	0.000143802128271	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Mobiluncus;s__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000103337811305	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Varibaculum;s__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000447227191413	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000468310958476	0.0	0.0	0.0	0.0	0.0	0.0	0.000198728139905	0.000189286390309	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Brevibacteriaceae;g__Brevibacterium;s__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00835200651864	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Brevibacteriaceae;g__Brevibacterium;s__aureum	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000407414952129	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Corynebacteriaceae;g__Corynebacterium;s__	0.0	0.000376222723853	0.0	0.0	0.000175870559268	0.0	0.0	0.000447227191413	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000468310958476	0.0	0.0	0.0	0.0	0.0	0.0	0.00119236883943	0.0	0.0	0.00224078223671	0.000310013433915	0.000128468653649
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Corynebacteriaceae;g__Corynebacterium;s__durum	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000156103652825	0.0	0.0	0.0	0.0	0.000132135306554	0.0	0.0	0.000378572780617	0.00012746972594	0.000407414952129	0.0	0.0
