#SampleID	elderly	young
EM031.441732	0.961111111111111	0.0388888888888889
EM032.441683	0.88135593220339	0.11864406779661
EM033.441685	0.962162162162162	0.0378378378378378
EM034.441676	0.934782608695652	0.0652173913043478
EM035.441593	0.942105263157895	0.0578947368421053
EM036.441587	0.977401129943503	0.0225988700564972
EM037.441737	1	0
EM038.441649	0.926315789473684	0.0736842105263158
EM039.441743	0.983606557377049	0.0163934426229508
EM040.441709	1	0
EM042.441674	0.923913043478261	0.0760869565217391
EM043.441739	0.954285714285714	0.0457142857142857
EM044.441601	0.942408376963351	0.0575916230366492
EM046.441741	0.976190476190476	0.0238095238095238
EM047.441722	0.994897959183674	0.00510204081632653
EM047.T3.441645	0.948979591836735	0.0510204081632653
EM049.441600	0.921348314606742	0.0786516853932584
EM049.T3.441671	0.949152542372881	0.0508474576271186
EM050.441672	0.99438202247191	0.00561797752808989
EM052.441625	0.935294117647059	0.0647058823529412
EM053.441738	0.953367875647668	0.0466321243523316
EM053.T3.441688	0.957671957671958	0.0423280423280423
EM054.441707	0.968253968253968	0.0317460317460317
EM054.T3.441749	0.96045197740113	0.0395480225988701
EM055.441603	0.916666666666667	0.0833333333333333
EM055.T3.441626	0.9625	0.0375
EM056.441606	0.994818652849741	0.00518134715025907
EM056.T3.441716	0.987654320987654	0.0123456790123457
EM057.441605	0.973958333333333	0.0260416666666667
EM057.T3.441589	0.994845360824742	0.00515463917525773
EM058.441637	0.902061855670103	0.0979381443298969
EM059.441715	0.956756756756757	0.0432432432432432
EM059.T3.441604	1	0
EM060.441677	0.969543147208122	0.0304568527918782
EM060.T3.441729	0.976744186046512	0.0232558139534884
EM061.441673	0.9375	0.0625
EM062.441720	0.984375	0.015625
EM063.441621	0.945355191256831	0.0546448087431694
EM063.T3.441695	0.94413407821229	0.0558659217877095
EM064.441592	0.926701570680628	0.0732984293193717
EM065.441667	0.994535519125683	0.00546448087431694
EM065.T3.441614	0.964912280701754	0.0350877192982456
EM066.441656	0.982758620689655	0.0172413793103448
EM066.T3.441647	0.921787709497207	0.0782122905027933
EM067.441615	0.967032967032967	0.032967032967033
EM068.441712	0.993710691823899	0.00628930817610063
EM069.441700	0.970414201183432	0.029585798816568
EM070.441682	0.960674157303371	0.0393258426966292
EM071.441747	0.964497041420118	0.0355029585798817
EM071.T3.441734	0.952127659574468	0.0478723404255319
EM072.441643	0.893617021276596	0.106382978723404
EM072.T3.441632	0.924731182795699	0.0752688172043011
EM073.441594	0.969512195121951	0.0304878048780488
EM073.T3.441721	0.979274611398964	0.0207253886010363
EM074.441596	0.887700534759358	0.112299465240642
EM075.441644	0.982456140350877	0.0175438596491228
EM076.441622	0.962566844919786	0.0374331550802139
EM077.441646	0.977653631284916	0.0223463687150838
EM077.T3.441639	0.936170212765957	0.0638297872340425
EM078.441658	0.968253968253968	0.0317460317460317
EM079.441724	0.99438202247191	0.00561797752808989
EM080.441727	0.946601941747573	0.0533980582524272
EM081.441618	0.871134020618557	0.128865979381443
EM082.441607	0.99468085106383	0.00531914893617021
EM082.T3.441751	0.989795918367347	0.0102040816326531
EM083.441666	0.887005649717514	0.112994350282486
EM083.T3.441744	0.934065934065934	0.0659340659340659
EM084.441599	0.976331360946746	0.0236686390532544
EM085.441675	0.945	0.055
EM086.441698	0.942105263157895	0.0578947368421053
EM086.T3.441746	0.939086294416244	0.0609137055837563
EM087.441726	0.994252873563218	0.00574712643678161
EM088.441638	0.935135135135135	0.0648648648648649
EM089.441742	0.932291666666667	0.0677083333333333
EM089.T3.441624	0.882352941176471	0.117647058823529
EM090.441664	0.956989247311828	0.043010752688172
EM090.T3.441662	0.956521739130435	0.0434782608695652
EM091.441686	0.910994764397906	0.0890052356020942
EM092.441616	0.953757225433526	0.046242774566474
EM093.441602	0.925133689839572	0.0748663101604278
EM093.T3.441670	0.979381443298969	0.0206185567010309
EM094.441640	0.879396984924623	0.120603015075377
EM094.T3.441588	0.947867298578199	0.0521327014218009
EM095.441717	0.878947368421053	0.121052631578947
EM095.T3.441590	0.972826086956522	0.0271739130434783
EM096.441706	0.965714285714286	0.0342857142857143
EM098.441733	0.983783783783784	0.0162162162162162
EM098.T3.441740	0.993939393939394	0.00606060606060606
EM099.441708	0.950549450549451	0.0494505494505494
EM100.441714	0.977272727272727	0.0227272727272727
EM100.T3.441627	0.96195652173913	0.0380434782608696
EM101.441623	0.931216931216931	0.0687830687830688
EM102.441633	0.994152046783626	0.00584795321637427
EM103.441691	0.983870967741935	0.0161290322580645
EM105.441629	0.982352941176471	0.0176470588235294
EM106.441745	0.980645161290323	0.0193548387096774
EM107.441620	0.956521739130435	0.0434782608695652
EM108.441694	0.926315789473684	0.0736842105263158
EM109.441669	0.957317073170732	0.0426829268292683
EM110.441723	0.961352657004831	0.0386473429951691
EM111.441634	0.972527472527473	0.0274725274725275
EM112.441630	0.974093264248705	0.0259067357512953
EM113.441619	0.944444444444444	0.0555555555555556
EM114.441710	0.981012658227848	0.0189873417721519
EM115.441641	0.970059880239521	0.029940119760479
EM116.441657	0.99390243902439	0.00609756097560976
EM117.441609	0.970443349753695	0.0295566502463054
EM118.441693	0.954773869346734	0.0452261306532663
EM122.441699	0.98314606741573	0.0168539325842697
EM123.441687	0.983240223463687	0.0167597765363128
