# Constructed from biom file
#OTU ID	SRR515153	SRR518987	SRR521172	SRR521173	SRR521174	SRR521175	SRR521176	SRR521177	SRR521178	SRR521179	SRR521180	SRR521181	SRR521182	SRR521183	SRR521184	SRR521185	SRR521186	SRR521187	SRR521188	SRR521189	SRR521190	SRR521191	SRR521192	SRR521193	SRR521194	SRR521195	SRR521196	SRR521197	SRR521198	SRR521199	SRR521200	SRR521201	SRR521202	SRR521203	SRR521204	SRR521205	SRR521206	SRR521207	SRR521208	SRR521209	SRR521210	SRR521211	SRR521212	SRR521213	SRR521214	SRR521215	SRR521216	SRR521217	SRR521219	SRR521220	SRR521221	SRR521222	SRR521223	SRR521224	SRR521225	SRR521226	SRR521227	SRR521228	SRR521229	SRR521230	SRR521231	SRR521232	SRR521233	SRR521234	SRR521235	SRR521236	SRR521237	SRR521238	SRR521239	SRR521240	SRR521241	SRR521242	SRR521243	SRR521244	SRR521245	SRR521246	SRR521247	SRR521248	SRR521249	SRR521250	SRR521251	SRR521252	SRR521253	SRR521254	SRR521255	SRR521256	SRR521257	SRR521258	SRR521259	SRR521260	SRR521261	SRR521262	SRR521263	SRR521264	SRR521265
k__Bacteria;p__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000808407437348	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria	0.0	0.0	0.0	0.0	0.0	0.0	0.000522466039707	0.0	0.0	0.0	0.0	0.000374812593703	0.00115207373272	0.0	0.000832639467111	0.000362187613184	0.0	0.0	0.0	0.0	0.0	0.000416493127863	0.0	0.000491883915396	0.000473260766682	0.0	0.000977517106549	0.0	0.0	0.0	0.0	0.000525762355415	0.000655307994758	0.0	0.00629370629371	0.0	0.000674308833446	0.000947418285173	0.000639386189258	0.00315955766193	0.0	0.0	0.0	0.0	0.000516262261229	0.000388048117967	0.00396600566572	0.000446030330062	0.0	0.0	0.0	0.00045516613564	0.0	0.000755287009063	0.000438212094654	0.0	0.00132802124834	0.0	0.0	0.00801603206413	0.00068073519401	0.00292568753657	0.00815956482321	0.00304414003044	0.00480769230769	0.000616142945163	0.0014847809948	0.00241254523522	0.00114155251142	0.0	0.00221975582686	0.00210378681627	0.000692041522491	0.0015923566879	0.0061099796334	0.00485044462409	0.00374064837905	0.0020646937371	0.00279642058166	0.0	0.00871459694989	0.00833333333333	0.00320256204964	0.0135542168675	0.00343305541932	0.00738916256158	0.00382653061224	0.00252908447142	0.000569800569801	0.000648088139987	0.0	0.00136425648022	0.00065274151436	0.00261780104712	0.00104058272633
k__Bacteria;p__Bacteroidetes	0.721055465805	0.735827001753	0.673304628633	0.575205895102	0.775053763441	0.591614906832	0.568965517241	0.726051924799	0.715794104707	0.774451939292	0.575115562404	0.377811094453	0.638824884793	0.699001426534	0.76228143214	0.673306772908	0.726573110005	0.755178907721	0.639622641509	0.490325625295	0.626656848306	0.54394002499	0.828651685393	0.692572552878	0.757690487459	0.624322993599	0.631964809384	0.631557707829	0.622002085506	0.633060388946	0.698689956332	0.964248159832	0.952162516383	0.673798950343	0.934265734266	0.486587982833	0.960215778827	0.47797252487	0.920076726343	0.920484465508	0.763265306122	0.650623119897	0.635217568117	0.446870451237	0.673722250903	0.516492045014	0.856657223796	0.968331846566	0.602479659047	0.509719222462	0.552682362022	0.641329085116	0.926716676284	0.969788519637	0.533304119194	0.515902712816	0.48030101815	0.520833333333	0.961641991925	0.5250501002	0.96936691627	0.895260386191	0.57751586582	0.967275494673	0.650106837607	0.859519408503	0.929472902747	0.971652593486	0.924086757991	0.984822934233	0.857380688124	0.756311360449	0.911418685121	0.957006369427	0.850916496945	0.847210994341	0.877182044888	0.944941500344	0.641498881432	0.774601878318	0.866013071895	0.589444444444	0.895916733387	0.74171686747	0.760666993624	0.871921182266	0.863520408163	0.937784522003	0.964672364672	0.966947504861	0.955680902498	0.933151432469	0.774804177546	0.771596858639	0.927159209157
k__Bacteria;p__Chloroflexi	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000447627573859	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Cyanobacteria	0.0	0.0	0.0	0.000433463372345	0.0	0.0	0.000522466039707	0.0	0.000439947206335	0.000421585160202	0.000385208012327	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000368188512518	0.000416493127863	0.0	0.0	0.0	0.0	0.0	0.0	0.000521376433785	0.0	0.0	0.0	0.0	0.000403714170367	0.0	0.0	0.0	0.000473709142586	0.0	0.000526592943655	0.0	0.0	0.0	0.0	0.0	0.0	0.00113314447592	0.0	0.00077489345215	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00181323662738	0.00152207001522	0.0	0.0	0.0	0.0	0.0	0.000562113546936	0.00110987791343	0.0	0.0	0.0	0.0020366598778	0.0	0.000623441396509	0.0	0.000559284116331	0.0	0.0	0.00111111111111	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000805801772764	0.0	0.00065274151436	0.00065445026178	0.00104058272633
k__Bacteria;p__Firmicutes	0.261173936457	0.253068381064	0.312163616792	0.410056350238	0.221935483871	0.396997929607	0.419017763845	0.261414503133	0.272327320722	0.210792580101	0.412942989214	0.606071964018	0.348502304147	0.2929148835	0.228143213988	0.318000724375	0.267089180625	0.229001883239	0.351320754717	0.49126946673	0.360456553756	0.440233236152	0.162921348315	0.294146581407	0.227165168008	0.364352535697	0.35826001955	0.357546408394	0.361835245047	0.350562947799	0.293013100437	0.0315457413249	0.0301441677588	0.302785627776	0.0251748251748	0.484978540773	0.0229265003372	0.490288962577	0.0326086956522	0.0368615060558	0.220408163265	0.330468414267	0.348922326149	0.542455118874	0.310273618998	0.460613116026	0.057790368272	0.028545941124	0.361875242154	0.473002159827	0.431107680432	0.344560764679	0.0236583958454	0.0203927492447	0.450043821209	0.477549111319	0.500664010624	0.479166666667	0.0309555854643	0.326653306613	0.0238257317903	0.0860152135752	0.158204895739	0.0251141552511	0.227564102564	0.104744300678	0.0541945063103	0.0168878166466	0.0576484018265	0.0112422709387	0.0926748057714	0.0750350631136	0.077508650519	0.0297239915074	0.122606924644	0.0824575586095	0.0860349127182	0.0461114934618	0.112416107383	0.211514904042	0.105664488017	0.300555555556	0.0728582866293	0.159638554217	0.0882785679255	0.0899014778325	0.093112244898	0.0424886191199	0.0262108262108	0.0239792611795	0.0233682514102	0.0450204638472	0.174934725849	0.175392670157	0.0639958376691
k__Bacteria;p__Nitrospirae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000401284109149	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00111111111111	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria	0.0156165858912	0.00818234950321	0.0118406889128	0.00780234070221	0.00172043010753	0.00879917184265	0.00574712643678	0.0076096687556	0.00483941926969	0.0139123102867	0.0100154083205	0.00787106446777	0.00806451612903	0.00665715644318	0.00666111573689	0.00724375226367	0.00497962879131	0.0158192090395	0.00603773584906	0.00991033506371	0.00662739322533	0.0116618075802	0.00762439807384	0.0113133300541	0.0141978230005	0.00492368291482	0.00488758553275	0.00968523002421	0.0104275286757	0.0102354145343	0.0061135371179	0.000525762355415	0.00917431192661	0.0173597093258	0.0286713286713	0.0134120171674	0.0134861766689	0.0165798199905	0.0326086956522	0.030542390732	0.0163265306122	0.0128921357972	0.0134200894673	0.00921882581271	0.0139390810532	0.011641443539	0.0589235127479	0.00133809099019	0.0333204184425	0.0097192224622	0.0131223465843	0.00682749203459	0.0455856895557	0.00302114803625	0.00744960560911	0.00233863423761	0.00398406374502	0.0	0.00403768506057	0.0961923847695	0.00272294077604	0.00643651258046	0.179963735267	0.00304414003044	0.113247863248	0.0289587184227	0.00742390497402	0.00361881785283	0.0108447488584	0.00112422709387	0.0332963374029	0.138499298738	0.00692041522491	0.00530785562633	0.016700610998	0.0630557801132	0.0236907730673	0.00550584996559	0.177852348993	0.00979991833401	0.0174291938998	0.0983333333333	0.0168134507606	0.066265060241	0.143697891123	0.0258620689655	0.0242346938776	0.01416287304	0.0011396011396	0.0051847051199	0.0088638195004	0.00477489768076	0.0221932114883	0.0222513089005	0.00104058272633
k__Bacteria;p__Synergistetes	0.0	0.000584453535944	0.0005382131324	0.0	0.000430107526882	0.0	0.0	0.0	0.0	0.0	0.0	0.000374812593703	0.0	0.0	0.0	0.0	0.0	0.0	0.000377358490566	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000442673749447	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__TM7	0.0016155088853	0.00233781414378	0.0021528525296	0.00390117035111	0.000860215053763	0.00103519668737	0.00156739811912	0.00179051029543	0.0	0.000421585160202	0.00154083204931	0.00299850074963	0.00115207373272	0.000951022349025	0.00124895920067	0.00108656283955	0.00135808057945	0.0	0.00150943396226	0.00283152430392	0.00220913107511	0.00291545189504	0.000401284109149	0.000491883915396	0.0	0.00196947316593	0.000977517106549	0.000807102502018	0.00104275286757	0.00153531218014	0.00174672489083	0.00315457413249	0.00786369593709	0.000807428340735	0.00559440559441	0.00214592274678	0.00269723533378	0.000473709142586	0.0127877237852	0.00842548709847	0.0	0.00257842715943	0.000813338755592	0.0	0.000516262261229	0.00388048117967	0.0215297450425	0.00133809099019	0.0015497869043	0.0	0.000771902740255	0.0	0.00403923831506	0.00604229607251	0.00350569675723	0.000935453695042	0.00132802124834	0.0	0.00336473755047	0.0434201736807	0.00340367597005	0.00936220011703	0.0743427017226	0.0	0.00320512820513	0.00616142945163	0.00593912397921	0.00542822677925	0.00399543378995	0.00224845418775	0.0133185349612	0.0266479663394	0.00346020761246	0.00636942675159	0.00122199592668	0.0016168148747	0.00872817955112	0.0	0.0648769574944	0.0024499795835	0.00217864923747	0.00111111111111	0.0112089671737	0.0180722891566	0.0039234919078	0.00492610837438	0.0146683673469	0.00303490136571	0.00740740740741	0.00324044069994	0.0112812248187	0.0143246930423	0.0248041775457	0.0274869109948	0.0057232049948
